Genome elements	LOGFC_prfA_Star vs EGDe_280212.ge	STAT_prfA_Star vs EGDe_280212_LPE.ge	LOGFC_prfA_Star vs EGDe_280212.gr	STAT_prfA_Star vs EGDe_280212_TSTUDENTTILING.gr	CORR_prfA_Star vs EGDe_280212_ARRAYSCORR.gr	STAT_prfA_Star vs EGDe_280212_FDRBY.gr	STAT_prfA_Star vs EGDe_280212_FDRBONF.gr	Strand	Begin	End	Length (bp)	Info	Description	Note	Supp Note	Operon	COG	StartCodon	SD energy
lmo0087	0.2745857290715694	0.5555179586813541	-0.8987768267399998	4.356229345597818E-7	-3.2732102639818477	0.5000092729447294	0.5006244654766915	+	94764	97070	2307			hypothetical protein				ATG	 
lmo0088	0.08466188485971049	0.8996149415111576	-0.5575000478450005	0.3447760768419611	-6.585018143274385	1.0	1.0	+	97127	97369	243			ATP synthase subunit C				ATG	 
lmo0089	0.2527387140718904	0.6840356545921547	-0.9170889083300002	5.929466626041701E-4	-3.628604789328549	0.5067075380936551	1.0	+	97381	98412	1032			ATP synthase subunit delta				ATG	 
lmo0090	0.2689555286983394	0.6946458703804437	-0.7202515391000004	0.004879007750392264	-2.6779577374214707	0.5442684522336396	1.0	+	98409	99905	1497			ATP synthase F0F1 subunit alpha				TTG	 
lmo0091	-0.2782781512631809	0.6852084696766114	-0.7443410426799995	0.039719083435821506	2.674809500139451	0.7805274958501589	1.0	+	99902	100771	870			ATP synthase subunit gamma				TTG	 
lmo0092	-0.16701331324534952	0.8319649182132146	-1.0804059703400002	5.118684151158321E-8	6.468981121001048	0.5000012631398462	0.5000733763373069	+	100772	102142	1371			ATP synthase F0F1 subunit beta				ATG	 
lmo0093	0.7103578424880199	0.47768022693937895	-1.050562946845	0.05080259557052278	-1.4789207410808836	0.849923615784977	1.0	+	102155	102478	324			ATP synthase subunit epsilon				ATG	 
lmo0094	0.5372640454123294	0.5988573958905015	-0.971089256785	7.639408961571367E-5	-1.807471140265354	0.5010847440423585	0.6095109274641255	+	102468	103028	561			hypothetical protein				ATG	 
lmo0095	0.1871394368402104	0.8513266415805503	-0.22985542667499992	0.43460543899005877	-1.2282575525289343	1.0	1.0	+	103204	103836	633			hypothetical protein				ATG	 
lmo0096	-0.09414689649788954	0.8696783834370263	-0.3955493531100003	4.937777445648706E-4	4.201406183568325	0.5056802135468083	1.0	+	104134	105099	966			PTS mannose transporter subunit IIAB				ATG	 
lmo0097	-0.10662933257319018	0.8318666737899806	-0.6306999355	2.0515598174184758E-5	5.914882146215149	0.5003295368549068	0.5294091099826939	+	105123	105929	807			PTS mannose transporter subunit IIC				ATG	 
lmo0098	0.16394594549966968	0.7498906487188992	-0.5315749218150003	1.620355595563836E-4	-3.2423791890362508	0.5021188941603993	0.732277974624076	+	105951	106862	912			PTS mannose transporter subunit IID				ATG	 
lmo0099	0.13425406450270927	0.867841373133085	0.08069518835	0.5430821030659552	0.6010632799007106	1.0	1.0	+	106988	107377	390			hypothetical protein				TTG	 
lmo0100	0.8676941180050282	0.2949101423412013	-0.4348168963950001	0.008801024270112355	-0.5011177180671869	0.5748595486477277	1.0	+	107499	107849	351			hypothetical protein				ATG	 
lmo0101	0.08862173210142998	0.9179375466048945	-1.2478083398900002	2.6245265858343593E-4	-14.080161945625814	0.5032382776607214	0.8762258860793555	-	107915	108208	294			transcriptional regulator				ATG	 
lmo0102	-0.03216034227560982	0.9733771195983065	-0.9412436386200005	0.017625596907992865	29.267214588503712	0.6376732665118289	1.0	+	108320	108610	291			hypothetical protein				ATG	 
lmo0103	0.1045883607856597	0.9158473334515027	-1.1717933025000002	2.3297971076385594E-6	-11.203859527939624	0.5000446264174044	0.5033397641537999	+	108624	109256	633			NADH oxidase				ATG	 
lmo0104	0.8259405639218684	0.32733849498460654	-0.18802863327000008	0.4688803629743423	-0.2276539517288886	1.0	1.0	+	109349	109720	372			hypothetical protein				GTG	 
lmo0105	0.3709472929728195	0.7174646521025576	-1.9284601110800001	4.3107661547389254E-24	-5.19874426262845	0.5	0.5	+	110013	112283	2271			chitinase B				ATG	 
lmo0106	0.15712565169751969	0.8547266386814709	-1.4432931611000006	2.556303990745293E-12	-9.185598567180255	0.5000000001154564	0.5000000036644617	+	112386	113288	903			transcriptional regulator				ATG	 
lmo0107	-0.24767877945826022	0.8112672150479509	-0.8771624468520005	2.116539855054235E-7	3.541532499354969	0.5000048063175969	0.500303405988222	-	113313	115094	1782			ABC transporter ATP-binding protein				ATG	 
lmo0108	0.21849423835324	0.8323271872812765	-0.9189054876830003	2.990368511312792E-8	-4.205628004695503	0.5000007754565915	0.5000428669326097	-	115087	116829	1743			ABC transporter ATP-binding protein				ATG	 
lmo0109	-0.711745523789201	0.41100934904056774	-0.6603792268850002	1.3078849615328999E-5	0.9278305304531651	0.5002157448415117	0.5187485309235741	+	116972	117805	834			AraC family transcriptional regulator				ATG	 
lmo0110	-0.43122651492148023	0.610939554363799	-1.0540593386500001	8.372495542097653E-9	2.4443286815095964	0.5000002361239149	0.5000120019723596	+	117841	118956	1116			lipase				ATG	 
lmo0111	0.5041655066413995	0.5491795091001503	-0.7394026318400004	6.247850592427575E-4	-1.4665871070111096	0.5070243924783422	1.0	+	119063	119770	708			hypothetical protein				ATG	 
lmo0112	-0.11132736141179933	0.9106066400036217	-0.4921429724440003	0.040027390503826	4.420682985771719	0.7824416491099305	1.0	-	119740	120435	696			Fnr/Crp family transcriptional regulator				ATG	 
lmo0113	-0.027904076721130266	0.9741790808873944	-0.6793756031944997	0.11305210888239159	24.346822508556425	1.0	1.0	-	120654	121106	453	lma operon - 		hypothetical protein				TTG	 
lmo0114	-0.44937898812936083	0.6007157876060647	-0.7009868282989999	0.011206318819990313	1.559901212152825	0.5926152908804285	1.0	-	121112	121447	336	lma operon - 		repressor C1				ATG	 
lmo0115	-0.03007952060424035	0.9755514742232331	0.07978434288499958	0.8966820339961707	-2.6524472891284137	1.0	1.0	+	121664	122092	429	lma operon - 		hypothetical protein				ATG	 
lmo0116	0.02484534821705875	0.9779834503909144	-0.1307728583200003	0.5220064765329914	-5.263474561818055	1.0	1.0	+	122104	122520	417	lma operon - 		hypothetical protein				ATG	 
lmo0117	-0.11495431551945856	0.8865738601514167	-0.14287512299000005	0.38582021089337926	1.2428861182320317	1.0	1.0	+	122798	123187	390	lma operon - 		antigen B				GTG	 
lmo0118	-0.17672025859267926	0.8235611690455923	-0.07698699013500021	0.3728202237242305	0.4356432632460478	1.0	1.0	+	123200	123712	513	lma operon - 		antigen A				ATG	 
lmo0119	-0.8745222725186999	0.32587451191362427	0.03842119899999963	0.9812766575129257	-0.043933928508582465	1.0	1.0	+	123760	124062	303	lma operon - 		hypothetical protein				ATG	 
lmo0120	-0.6456662332665601	0.4439697483107974	0.14056263299000005	0.4750096092093795	-0.2177016943860675	1.0	1.0	+	124104	124508	405	lma operon - 		hypothetical protein				GTG	 
lmo0121	-0.5293984515968297	0.544587578488047	0.17080885943000013	0.20606171720595123	-0.3226470703017504	1.0	1.0	+	124495	126363	1869	lma operon - 		phage tail protein				ATG	 
lmo0122	-0.6351186821613606	0.46587319847848463	0.1986031616849997	0.31827988584430666	-0.31270244013156245	1.0	1.0	+	126360	127178	819	lma operon - 		hypothetical protein				ATG	 
lmo0123	-0.10475546786958034	0.9132418530386673	0.5713784844449998	5.170879199233675E-4	-5.454402486716599	0.5058929789563765	1.0	+	127188	128324	1137	lma operon - 		hypothetical protein				ATG	 
lmo0124	-0.31586971565533073	0.7443107709840407	0.4976262308999999	0.09169645007581399	-1.5754160852919417	1.0	1.0	+	128314	128613	300			hypothetical protein				ATG	 
lmo0125	-0.49864637913892107	0.5975607168478412	0.5601656999649995	7.543476019440305E-4	-1.1233726412138239	0.5083105972265958	1.0	+	128628	129203	576			hypothetical protein				ATG	 
lmo0126	-0.1304770853226005	0.8792994816020602	0.41441997122000007	0.10568577718392824	-3.1761896749560257	1.0	1.0	+	129218	129697	480			hypothetical protein				ATG	 
lmo0127	-0.5555047023792508	0.5667895853830932	0.29347336394999957	0.11999642611525019	-0.5283004134673215	1.0	1.0	+	129694	130230	537			hypothetical protein				ATG	 
lmo0128	-0.7137749695553612	0.44659290938165175	0.1457338773100001	0.3705106192033145	-0.20417342093234722	1.0	1.0	+	130249	130671	423			hypothetical protein				ATG	 
lmo0129	-0.6324420337490997	0.4935231370569362	0.2724661025099999	0.6864763224934576	-0.4308159293189734	1.0	1.0	+	130652	131380	729			N-acetylmuramoyl-L-alanine amidase				ATG	 
lmo0130	-0.3078004905166001	0.7428033543433292	-0.32053002454	0.002120045267253738	1.0413564448907642	0.5212001286250852	1.0	-	131419	133773	2355			5'-nucleotidase				GTG	 
lmo0131	-0.4482121317273702	0.5984388825742043	-0.7033893786400003	3.1174077375477154E-4	1.5693224900655844	0.5037778700474652	0.946880399177465	+	133961	134710	750			hypothetical protein				ATG	 
lmo0132	-0.01955087297669067	0.9802512106197938	-0.9327504765440002	5.615236369780999E-12	47.708891447254686	0.5000000002420051	0.5000000080494413	-	134782	136290	1509			inosine 5-monophosphate dehydrogenase				ATG	 
lmo0133	-0.7828759483085701	0.33591425233373307	-3.2631935296699996	7.402323336722112E-10	4.168212775881337	0.5000000236561496	0.5000010611230503	+	136469	136702	234			hypothetical protein				ATG	 
lmo0134	-0.6843261932012599	0.3797690850695752	-2.7676258073900004	4.413409132108836E-13	4.044307867923512	0.500000000021184	0.5000000006326621	+	136714	136992	279			hypothetical protein				ATG	 
lmo0135	0.5255439242752082	0.5204166488412858	0.24182015211000008	0.20961267636454428	0.46013309438121797	1.0	1.0	+	137323	138897	1575			peptide ABC transporter substrate-binding protein				ATG	 
lmo0136	0.31128488134335974	0.6981022537121544	-0.5668356882600001	1.8155883786335927E-4	-1.8209547659809329	0.5023269593801558	0.7602645940771255	+	138999	139949	951			peptide ABC transporter permease				ATG	 
lmo0137	0.18835579297183003	0.818986948321679	-0.5118690359400002	0.04654529129760103	-2.7175646040074484	0.8236963962715802	1.0	+	139960	140853	894			peptide ABC transporter permease				ATG	 
lmo0138	-0.24422262647096993	0.7434325190492372	-0.9256076266999997	0.11168910592309023	3.7900158559224413	1.0	1.0	+	141052	141336	285			hypothetical protein				ATG	 
lmo0139	-0.03175268879044957	0.9684757005244744	-0.8825809320200007	0.01676327832168039	27.79547073460624	0.6313185429184804	1.0	+	141337	141705	369			hypothetical protein				ATG	 
lmo0140	-0.18799275453020048	0.8556959454401645	-0.8135830192700002	9.384733563645838E-4	4.327736041227592	0.5101472953226314	1.0	+	141618	143006	1389			hypothetical protein				ATG	 
lmo0141	0.368491474267449	1.0	-0.8851659017250002	0.524254310229823	-2.4021340072648516	1.0	1.0	+	143016	143258	243			hypothetical protein				ATG	 
lmo0142	0.5584358773573097	0.3896029052727288	-0.8257763294100009	0.1631466981682811	-1.4787307959471165	1.0	1.0	+	143366	143722	357			hypothetical protein				ATG	 
lmo0142a			-0.7155736496700005	0.11634932607377668	7.155736496700005E-7	1.0	1.0												
lmo0143	0.35034682101036996	1.1844135672234302E-7	-0.857155251465	0.16578639483628854	-2.4465906355109444	0.5001305590319995	0.5001683643885808												
lmo0144	0.5522575391461491	0.28694001236959954	-0.6812950346400006	0.8980284899824015	-1.2336545657545168	1.0	1.0												
lmo0146	0.18706736373609978	0.6136094240778738	-0.63251318673	0.5195835749973026	-3.3812054336869837	1.0	1.0												
lmo0147	0.41837748736135083	0.22074692571101195	-0.8485976348900008	0.19239488927441806	-2.0283061601664785	1.0	1.0												
lmo0148	0.026447030995530696	0.9557704182685431	-0.6848834098699994	0.33109303323968	-25.896419525720614	1.0	1.0												
lmo0149	0.3668667373813497	0.6215008761292711	-0.3702876955450001	0.4971867872021727	-1.0093247978491284	1.0	1.0												
lmo0150	0.6882620508511099	0.41783440676690886	0.1010843617049999	0.502009334078853	0.1468690037174042	1.0	1.0												
lmo0151	0.33044653989847905	0.6968024186571491	0.12103575191000004	0.7611217510323265	0.36627937441010905	1.0	1.0												
lmo0152	0.9883718818130411	0.22855115522148273	0.5228814594734996	5.556074402182614E-4	0.5290331191072948	0.5063084704276763	1.0												
lmo0153	-0.3246243193519307	0.6839044052749937	-0.9660419242300002	1.011958301192376E-4	2.975876626121464	0.5013839307577421	0.6450642224759271												
lmo0154	0.6281378534666802	0.5226464779452336	-0.9879277523600001	4.226081978616639E-4	-1.5727881179388357	0.5049694172500158	1.0												
lmo0155	0.09161689402237982	0.9167844765141171	-1.3319810210899994	4.608241226372609E-6	-14.538596132331534	0.5000823416211185	0.5066059137980051												
lmo0156	0.44749749256837035	0.16020348216847147	-0.7520699249989997	0.030709668432304736	-1.6806126011624427	0.7244063260983209	1.0												
lmo0157	-0.7070309672166193	0.4878609916215675	-1.14536627663	2.5668979256316436E-20	1.619966210446174	0.5	0.5												
lmo0158	-0.26783893864570985	0.7549775466172552	-0.7850709832600002	1.5515805984070148E-4	2.9311308774952662	0.5020376669788718	0.7224190787816456												
lmo0159	-0.4109772539409695	0.5912874738842084	-0.6124702526450003	2.0523622154656427E-4	1.490277738662812	0.5025924179097909	0.7942061235869999												
lmo0160	0.4067426330070898	0.6927846417157295	-0.264202283945	0.04791135128586346	-0.6495564086600059	0.8318766135379133	1.0												
lmo0161	-0.1667891595273403	0.8333730681593815	-1.112173680332	7.774491088483731E-8	6.668141283784639	0.5000018880618335	0.5001114473297534												
lmo0162	0.3984038998665085	0.6187294547638955	-0.8796565257800002	1.8693660833360332E-10	-2.2079515940349554	0.5000000065938591	0.5000002679736281												
lmo0163	0.003919164329660774	0.9960755899844149	-0.97219699259	3.703354022327898E-10	-248.06231911029596	0.5000000125563325	0.5000005308757991												
lmo0164	0.17104047546926004	0.8302674016742859	-0.738861121385	0.0051017400572402035	-4.319802779768293	0.545914958697468	1.0												
lmo0165	0.39489167154489024	0.6416667373451723	0.40757997500499976	0.024361370067086843	1.0321310991707435	0.6832689685998942	1.0												
lmo0166	0.5363252172641193	0.5378859132902596	0.5823260556000001	0.15091494645869197	1.0857704184981984	1.0	1.0												
lmo0167	0.18867807075445064	0.8204412050831262	-0.1653328339950002	0.1845315230934783	-0.8762694749522196	1.0	1.0												
lmo0168	0.2462793603930704	0.8083807618584995	-0.8818044863610002	8.042268868851889E-4	-3.580505020614028	0.5088046392080808	1.0												
lmo0169	-2.2017072678499297	0.016935349153312074	-2.42089683144	3.1448507854015903E-19	1.0995543625579793	0.5	0.5000000000000004												
lmo0170	-0.7318860358161992	0.3513897981850512	-1.8308444966300002	2.6053204269380376E-21	2.5015431461105044	0.5	0.5												
lmo0171	0.72611441606624	0.4783365890399154	-0.23037526103999983	0.2042998941046552	-0.3172712949125414	1.0	1.0												
lmo0174	0.7313761718740004	0.46082321764474266	-0.38832142650799994	0.29462644541802585	-0.5309462373008496	1.0	1.0												
lmo0175	0.23461508962390987	0.72479883450084	-0.854457221563	9.95646080914417E-4	-3.6419533923956156	0.5106712099451869	1.0												
lmo0176	0.20538243158589964	0.8083827982730334	-0.07688619130999985	0.527806805560052	-0.3743562227611605	1.0	1.0												
lmo0177	-0.028405374522000315	0.9718977286495191	-0.5212621916949998	2.970638671505182E-6	18.35082974495815	0.5000558526291393	0.5042584105356027												
lmo0178	0.15096868000883923	0.8824506744843759	-0.29396616431000044	0.18171441626005558	-1.9471996727585397	1.0	1.0												
lmo0179	0.4087132715426103	0.6911309563336627	-0.5820535829100004	0.05301654162925721	-1.4241122650927145	0.863536443029167	1.0												
lmo0180	0.26463171994568047	0.766171317597617	-0.339622908625	0.07837194665554044	-1.2833794402829433	1.0	1.0												
lmo0181	-0.11880954329353965	0.903817303680799	-0.37520432277000015	0.1851345294316995	3.1580318581226474	1.0	1.0												
lmo0182	-0.1363593499977407	0.8952958553491921	-0.30897734658999987	7.694350412384978E-4	2.265905099981184	0.5084691915045325	1.0												
lmo0183	-0.17826595724465033	0.8634581973479805	0.028126529294999703	0.9629909616019962	-0.15777846611733698	1.0	1.0												
lmo0184	-1.0229254157604402	0.30025363092443524	-0.260131044115	0.03837112841562357	0.25430108599034	0.772580054002733	1.0												
lmo0185	0.6087845715975897	0.49629196688144495	0.0035207260299996435	0.8694166860513235	0.005783205084781394	1.0	1.0												
lmo0186	-0.04117857101166145	0.9584954103673787	1.2060991559099996	1.946148870064649E-5	-29.28948543572437	0.5003137667196268	0.5278980440523767												
lmo0187	0.8533848472047492	0.3170982769514632	0.4629634258399995	0.23571107557252657	0.5425025149631261	1.0	1.0												
lmo0188	-0.07582835163865909	0.9266452191699931	-0.48627479173999966	0.007207525316609572	6.412836112503404	0.5623454144431279	1.0												
lmo0189	0.7815739182654102	0.23197413760404517	-0.6918337424099996	0.13663173807395745	-0.8851801809679424	1.0	1.0												
lmo0190	0.6644589086606096	0.4150782013549721	-0.6670142623050002	7.146937272521745E-5	-1.0038457662484224	0.501021929615802	0.6024513458015992												
lmo0191	0.10486596789710845	0.8945083384586949	-1.2565301089449998	3.0234777715073296E-17	-11.982248713690145	0.5000000000000027	0.5000000000000433												
lmo0192	0.3448794878355006	0.6760460330430569	-0.32872673172	0.1794068973673878	-0.9531640567640686	1.0	1.0												
lmo0193	-0.0627502440318004	0.9480988508456621	0.17150244214999955	0.08608921168213378	-2.7330960189268105	1.0	1.0												
lmo0194	-0.5712521050674102	0.541369571439335	-0.64034160861	0.00239392396843503	1.1209439806518295	0.5235847653112807	1.0												
lmo0195	-0.13794917296561948	0.8708100994185739	-1.1017872857900002	2.2538145831038285E-14	7.986907511686164	0.5000000000013013	0.5000000000323084												
lmo0196	0.22019554474021064	0.6255365280761853	-0.8742715815099995	9.943854679342097E-9	-3.9704326558535765	0.5000002771910838	0.5000142545156828												
lmo0197	0.09842265956365992	0.8795397563254896	-0.8083715819799995	0.07278810893282424	-8.213267001356975	0.9756608839234258	1.0												
lmo0198	-0.1734201301308289	0.8262751216385075	0.09044998423999973	0.47889236586161965	-0.5215656577570542	1.0	1.0												
lmo0199	0.27991478337706077	0.7294945448323946	-0.6616493050300001	0.0027554209403267194	-2.363752628737446	0.5265976630951401	1.0												
lmo0200	3.2532736583910786	1.2911563610096266E-4	3.312654550079	3.846874692612767E-17	1.0182526580679008	0.07455139554785623	0.18353787671757357												
lmo0201	4.3093234522511	1.3964251976972264E-10	4.0868530058785	4.055462864003346E-30	0.9483746233399153	2.11652753552568E-7	1.9850184185266073E-7												
lmo0202	4.084428921244271	1.5793411023423687E-10	4.169929160560001	1.2839085430988998E-72	1.0209332175842303	2.1277944006086475E-7	2.245033376979677E-7												
lmo0203	6.74753826054736	0.0	6.201480507115	2.005432394774178E-66	0.9190730408117666	6.136529330149091E-63	2.8747873379087843E-63												
lmo0204	5.77791668009804	0.0	6.15632466835	5.793787093040239E-106	1.0654921157924242	3.545743503668116E-102	8.305393797873183E-103												
lmo0205	6.21833955961467	0.0	6.185633334935	1.1661776009329167E-47	0.9947403604505481	8.39635038712065E-45	1.6717155909373362E-44												
lmo0206	6.889157105011619	0.0	6.6496560595	1.3744188717506874E-19	0.9652350727584089	1.4756692854004224E-17	1.9702294526546104E-16												
lmo0207	6.05961962126807	2.4424906541753444E-15	5.134168795700001	3.2677036428741964E-17	0.8472757560029148	4.233680787138589E-12	3.5188429966308535E-12												
