#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_003191165.1	PRJNA224116	SAMN08801550	QABB00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM-F-27		latest	Contig	Major	Full	2018/06/05	ASM319116v1	Public Health Ontario	GCA_003191165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/191/165/GCF_003191165.1_ASM319116v1		
GCF_003191265.1	PRJNA224116	SAMN08801549	QABA00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM-F-26		latest	Contig	Major	Full	2018/06/05	ASM319126v1	Public Health Ontario	GCA_003191265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/191/265/GCF_003191265.1_ASM319126v1		
GCF_003191285.1	PRJNA224116	SAMN08801548	QAAZ00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM-F-25		latest	Contig	Major	Full	2018/06/05	ASM319128v1	Public Health Ontario	GCA_003191285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/191/285/GCF_003191285.1_ASM319128v1		
GCF_003191365.1	PRJNA224116	SAMN08801547	QAAY00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM-F-24		latest	Contig	Major	Full	2018/06/05	ASM319136v1	Public Health Ontario	GCA_003191365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/191/365/GCF_003191365.1_ASM319136v1		
GCF_003191425.1	PRJNA224116	SAMN08801546	QAAX00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM-F-22		latest	Contig	Major	Full	2018/06/05	ASM319142v1	Public Health Ontario	GCA_003191425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/191/425/GCF_003191425.1_ASM319142v1		
GCF_003191465.1	PRJNA224116	SAMN08801545	QAAW00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM-F-21		latest	Scaffold	Major	Full	2018/06/05	ASM319146v1	Public Health Ontario	GCA_003191465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/191/465/GCF_003191465.1_ASM319146v1		
GCF_003191505.1	PRJNA224116	SAMN08801544	QAAV00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM-F-20		latest	Contig	Major	Full	2018/06/05	ASM319150v1	Public Health Ontario	GCA_003191505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/191/505/GCF_003191505.1_ASM319150v1		
GCF_003191625.1	PRJNA224116	SAMN08801542	QAAT00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM-F-18		latest	Contig	Major	Full	2018/06/05	ASM319162v1	Public Health Ontario	GCA_003191625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/191/625/GCF_003191625.1_ASM319162v1		
GCF_003191685.1	PRJNA224116	SAMN08801539	QAAQ00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM-F-14		latest	Scaffold	Major	Full	2018/06/05	ASM319168v1	Public Health Ontario	GCA_003191685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/191/685/GCF_003191685.1_ASM319168v1		
GCF_900017105.1	PRJNA224116	SAMEA2383412	FFEJ00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753991		latest	Scaffold	Major	Full	2016/02/10	12673_8#34	SC	GCA_900017105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/017/105/GCF_900017105.1_12673_8_34		
GCF_900017115.1	PRJNA224116	SAMEA2383338	FFFG00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753916		latest	Scaffold	Major	Full	2016/02/10	12754_5#33	SC	GCA_900017115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/017/115/GCF_900017115.1_12754_5_33		
GCF_900017125.1	PRJNA224116	SAMEA2383387	FFFX00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753966		latest	Scaffold	Major	Full	2016/02/10	12754_5#82	SC	GCA_900017125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/017/125/GCF_900017125.1_12754_5_82		
GCF_900017135.1	PRJNA224116	SAMEA2383416	FFGG00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753995		latest	Scaffold	Major	Full	2016/02/10	12673_8#38	SC	GCA_900017135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/017/135/GCF_900017135.1_12673_8_38		
GCF_900017475.1	PRJNA224116	SAMEA2383382	FFHQ00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753961		latest	Scaffold	Major	Full	2016/02/10	12754_5#77	SC	GCA_900017475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/017/475/GCF_900017475.1_12754_5_77		
GCF_900019025.1	PRJNA224116	SAMEA2383364	FFFP00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753942		latest	Scaffold	Major	Full	2016/02/10	12754_5#59	SC	GCA_900019025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/019/025/GCF_900019025.1_12754_5_59		
GCF_900022055.1	PRJNA224116	SAMEA2383300	FFES00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753878		latest	Scaffold	Major	Full	2016/02/10	12754_4#90	SC	GCA_900022055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/022/055/GCF_900022055.1_12754_4_90		
GCF_900022065.1	PRJNA224116	SAMEA2383311	FFEW00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753889		latest	Scaffold	Major	Full	2016/02/10	12754_5#6	SC	GCA_900022065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/022/065/GCF_900022065.1_12754_5_6		
GCF_900022465.1	PRJNA224116	SAMEA2383379	FFFS00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753958		latest	Scaffold	Major	Full	2016/02/10	12754_5#74	SC	GCA_900022465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/022/465/GCF_900022465.1_12754_5_74		
GCF_900024455.1	PRJNA224116	SAMEA2383415	FFEK00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753994		latest	Scaffold	Major	Full	2016/02/10	12673_8#37	SC	GCA_900024455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/024/455/GCF_900024455.1_12673_8_37		
GCF_900024465.1	PRJNA224116	SAMEA2383333	FFFE00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753911		latest	Scaffold	Major	Full	2016/02/10	12754_5#28	SC	GCA_900024465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/024/465/GCF_900024465.1_12754_5_28		
GCF_900026895.1	PRJNA224116	SAMEA2383371	FFFR00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753950		latest	Scaffold	Major	Full	2016/02/10	12754_5#66	SC	GCA_900026895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/026/895/GCF_900026895.1_12754_5_66		
GCF_900026905.1	PRJNA224116	SAMEA2383381	FFFU00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753960		latest	Scaffold	Major	Full	2016/02/10	12754_5#76	SC	GCA_900026905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/026/905/GCF_900026905.1_12754_5_76		
GCF_900026915.1	PRJNA224116	SAMEA2383408	FFGD00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753987		latest	Scaffold	Major	Full	2016/02/10	12673_8#30	SC	GCA_900026915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/026/915/GCF_900026915.1_12673_8_30		
GCF_900026925.1	PRJNA224116	SAMEA2383277	FFGI00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753855		latest	Scaffold	Major	Full	2016/02/10	12754_4#67	SC	GCA_900026925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/026/925/GCF_900026925.1_12754_4_67		
GCF_900026935.1	PRJNA224116	SAMEA2383336	FFGZ00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753914		latest	Scaffold	Major	Full	2016/02/10	12754_5#31	SC	GCA_900026935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/026/935/GCF_900026935.1_12754_5_31		
GCF_900026945.1	PRJNA224116	SAMEA2383365	FFHO00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753943		latest	Scaffold	Major	Full	2016/02/10	12754_5#60	SC	GCA_900026945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/026/945/GCF_900026945.1_12754_5_60		
GCF_900026955.1	PRJNA224116	SAMEA2383388	FFHU00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753967		latest	Scaffold	Major	Full	2016/02/10	12754_5#83	SC	GCA_900026955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/026/955/GCF_900026955.1_12754_5_83		
GCF_900026965.1	PRJNA224116	SAMEA2383390	FFHT00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753969		latest	Scaffold	Major	Full	2016/02/10	12754_5#85	SC	GCA_900026965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/026/965/GCF_900026965.1_12754_5_85		
GCF_900028125.1	PRJNA224116	SAMEA2383410	FFEI00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753989		latest	Scaffold	Major	Full	2016/02/10	12673_8#32	SC	GCA_900028125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/028/125/GCF_900028125.1_12673_8_32		
GCF_900029125.1	PRJNA224116	SAMEA2383348	FFFI00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753926		latest	Scaffold	Major	Full	2016/02/10	12754_5#43	SC	GCA_900029125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/029/125/GCF_900029125.1_12754_5_43		
GCF_900029135.1	PRJNA224116	SAMEA2383286	FFGL00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753864		latest	Scaffold	Major	Full	2016/02/10	12754_4#76	SC	GCA_900029135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/029/135/GCF_900029135.1_12754_4_76		
GCF_900029145.1	PRJNA224116	SAMEA2383309	FFGR00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753887		latest	Scaffold	Major	Full	2016/02/10	12754_5#4	SC	GCA_900029145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/029/145/GCF_900029145.1_12754_5_4		
GCF_900029155.1	PRJNA224116	SAMEA2383346	FFHD00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753924		latest	Scaffold	Major	Full	2016/02/10	12754_5#41	SC	GCA_900029155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/029/155/GCF_900029155.1_12754_5_41		
GCF_900029165.1	PRJNA224116	SAMEA2383349	FFHE00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753927		latest	Scaffold	Major	Full	2016/02/10	12754_5#44	SC	GCA_900029165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/029/165/GCF_900029165.1_12754_5_44		
GCF_900029175.1	PRJNA224116	SAMEA2383386	FFHS00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753965		latest	Scaffold	Major	Full	2016/02/10	12754_5#81	SC	GCA_900029175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/029/175/GCF_900029175.1_12754_5_81		
GCF_900029185.1	PRJNA224116	SAMEA2383398	FFHX00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753977		latest	Scaffold	Major	Full	2016/02/10	12754_5#93	SC	GCA_900029185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/029/185/GCF_900029185.1_12754_5_93		
GCF_900029865.1	PRJNA224116	SAMEA2383358	FFFJ00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753936		latest	Scaffold	Major	Full	2016/02/10	12754_5#53	SC	GCA_900029865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/029/865/GCF_900029865.1_12754_5_53		
GCF_900031485.1	PRJNA224116	SAMEA2383281	FFEN00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753859		latest	Scaffold	Major	Full	2016/02/10	12754_4#71	SC	GCA_900031485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/031/485/GCF_900031485.1_12754_4_71		
GCF_900031495.1	PRJNA224116	SAMEA2383368	FFHK00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753946		latest	Scaffold	Major	Full	2016/02/10	12754_5#63	SC	GCA_900031495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/031/495/GCF_900031495.1_12754_5_63		
GCF_900032665.1	PRJNA224116	SAMEA2383407	FFEH00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753986		latest	Scaffold	Major	Full	2016/02/10	12673_8#29	SC	GCA_900032665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/032/665/GCF_900032665.1_12673_8_29		
GCF_900032675.1	PRJNA224116	SAMEA2383402	FFEG00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753981		latest	Scaffold	Major	Full	2016/02/10	12673_8#24	SC	GCA_900032675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/032/675/GCF_900032675.1_12673_8_24		
GCF_900032685.1	PRJNA224116	SAMEA2383276	FFEM00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753854		latest	Scaffold	Major	Full	2016/02/10	12754_4#66	SC	GCA_900032685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/032/685/GCF_900032685.1_12754_4_66		
GCF_900032695.1	PRJNA224116	SAMEA2383278	FFEO00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753856		latest	Scaffold	Major	Full	2016/02/10	12754_4#68	SC	GCA_900032695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/032/695/GCF_900032695.1_12754_4_68		
GCF_900032705.1	PRJNA224116	SAMEA2383285	FFER00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753863		latest	Scaffold	Major	Full	2016/02/10	12754_4#75	SC	GCA_900032705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/032/705/GCF_900032705.1_12754_4_75		
GCF_900032715.1	PRJNA224116	SAMEA2383305	FFEU00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753883		latest	Scaffold	Major	Full	2016/02/10	12754_4#95	SC	GCA_900032715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/032/715/GCF_900032715.1_12754_4_95		
GCF_900032725.1	PRJNA224116	SAMEA2383308	FFEV00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753886		latest	Scaffold	Major	Full	2016/02/10	12754_5#3	SC	GCA_900032725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/032/725/GCF_900032725.1_12754_5_3		
GCF_900032735.1	PRJNA224116	SAMEA2383321	FFEY00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753899		latest	Scaffold	Major	Full	2016/02/10	12754_5#16	SC	GCA_900032735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/032/735/GCF_900032735.1_12754_5_16		
GCF_900032745.1	PRJNA224116	SAMEA2383325	FFEZ00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753903		latest	Scaffold	Major	Full	2016/02/10	12754_5#20	SC	GCA_900032745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/032/745/GCF_900032745.1_12754_5_20		
GCF_900032755.1	PRJNA224116	SAMEA2383329	FFFC00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753907		latest	Scaffold	Major	Full	2016/02/10	12754_5#24	SC	GCA_900032755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/032/755/GCF_900032755.1_12754_5_24		
GCF_900033375.1	PRJNA224116	SAMEA2383417	FFEL00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753996		latest	Scaffold	Major	Full	2016/02/10	12673_8#39	SC	GCA_900033375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/033/375/GCF_900033375.1_12673_8_39		
GCF_900033385.1	PRJNA224116	SAMEA2383327	FFFB00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753905		latest	Scaffold	Major	Full	2016/02/10	12754_5#22	SC	GCA_900033385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/033/385/GCF_900033385.1_12754_5_22		
GCF_900033395.1	PRJNA224116	SAMEA2383352	FFFM00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753930		latest	Scaffold	Major	Full	2016/02/10	12754_5#47	SC	GCA_900033395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/033/395/GCF_900033395.1_12754_5_47		
GCF_900033405.1	PRJNA224116	SAMEA2383367	FFFL00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753945		latest	Scaffold	Major	Full	2016/02/10	12754_5#62	SC	GCA_900033405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/033/405/GCF_900033405.1_12754_5_62		
GCF_900033675.1	PRJNA224116	SAMEA2383295	FFEQ00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753873		latest	Scaffold	Major	Full	2016/02/10	12754_4#85	SC	GCA_900033675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/033/675/GCF_900033675.1_12754_4_85		
GCF_900033695.1	PRJNA224116	SAMEA2383331	FFFD00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753909		latest	Scaffold	Major	Full	2016/02/10	12754_5#26	SC	GCA_900033695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/033/695/GCF_900033695.1_12754_5_26		
GCF_900034285.1	PRJNA224116	SAMEA2383332	FFHA00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753910		latest	Scaffold	Major	Full	2016/02/10	12754_5#27	SC	GCA_900034285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/034/285/GCF_900034285.1_12754_5_27		
GCF_900034645.1	PRJNA224116	SAMEA2383314	FFEX00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753892		latest	Scaffold	Major	Full	2016/02/10	12754_5#9	SC	GCA_900034645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/034/645/GCF_900034645.1_12754_5_9		
GCF_900034655.1	PRJNA224116	SAMEA2383354	FFFK00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753932		latest	Scaffold	Major	Full	2016/02/10	12754_5#49	SC	GCA_900034655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/034/655/GCF_900034655.1_12754_5_49		
GCF_900034665.1	PRJNA224116	SAMEA2383369	FFFT00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753947		latest	Scaffold	Major	Full	2016/02/10	12754_5#64	SC	GCA_900034665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/034/665/GCF_900034665.1_12754_5_64		
GCF_900034675.1	PRJNA224116	SAMEA2383383	FFFV00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753962		latest	Scaffold	Major	Full	2016/02/10	12754_5#78	SC	GCA_900034675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/034/675/GCF_900034675.1_12754_5_78		
GCF_900034685.1	PRJNA224116	SAMEA2383385	FFFW00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753964		latest	Scaffold	Major	Full	2016/02/10	12754_5#80	SC	GCA_900034685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/034/685/GCF_900034685.1_12754_5_80		
GCF_900034695.1	PRJNA224116	SAMEA2383389	FFFY00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753968		latest	Scaffold	Major	Full	2016/02/10	12754_5#84	SC	GCA_900034695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/034/695/GCF_900034695.1_12754_5_84		
GCF_900034705.1	PRJNA224116	SAMEA2383391	FFFZ00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753970		latest	Scaffold	Major	Full	2016/02/10	12754_5#86	SC	GCA_900034705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/034/705/GCF_900034705.1_12754_5_86		
GCF_900034715.1	PRJNA224116	SAMEA2383395	FFGA00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753974		latest	Scaffold	Major	Full	2016/02/10	12754_5#90	SC	GCA_900034715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/034/715/GCF_900034715.1_12754_5_90		
GCF_900034725.1	PRJNA224116	SAMEA2383411	FFGE00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753990		latest	Scaffold	Major	Full	2016/02/10	12673_8#33	SC	GCA_900034725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/034/725/GCF_900034725.1_12673_8_33		
GCF_900034735.1	PRJNA224116	SAMEA2383418	FFGH00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753997		latest	Scaffold	Major	Full	2016/02/10	12673_8#40	SC	GCA_900034735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/034/735/GCF_900034735.1_12673_8_40		
GCF_900034745.1	PRJNA224116	SAMEA2383279	FFGJ00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753857		latest	Scaffold	Major	Full	2016/02/10	12754_4#69	SC	GCA_900034745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/034/745/GCF_900034745.1_12754_4_69		
GCF_900034755.1	PRJNA224116	SAMEA2383282	FFGK00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753860		latest	Scaffold	Major	Full	2016/02/10	12754_4#72	SC	GCA_900034755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/034/755/GCF_900034755.1_12754_4_72		
GCF_900034765.1	PRJNA224116	SAMEA2383293	FFGM00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753871		latest	Scaffold	Major	Full	2016/02/10	12754_4#83	SC	GCA_900034765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/034/765/GCF_900034765.1_12754_4_83		
GCF_900034775.1	PRJNA224116	SAMEA2383296	FFGN00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753874		latest	Scaffold	Major	Full	2016/02/10	12754_4#86	SC	GCA_900034775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/034/775/GCF_900034775.1_12754_4_86		
GCF_900034785.1	PRJNA224116	SAMEA2383301	FFGO00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753879		latest	Scaffold	Major	Full	2016/02/10	12754_4#91	SC	GCA_900034785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/034/785/GCF_900034785.1_12754_4_91		
GCF_900034795.1	PRJNA224116	SAMEA2383303	FFGP00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753881		latest	Scaffold	Major	Full	2016/02/10	12754_4#93	SC	GCA_900034795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/034/795/GCF_900034795.1_12754_4_93		
GCF_900034805.1	PRJNA224116	SAMEA2383312	FFGS00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753890		latest	Scaffold	Major	Full	2016/02/10	12754_5#7	SC	GCA_900034805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/034/805/GCF_900034805.1_12754_5_7		
GCF_900034815.1	PRJNA224116	SAMEA2383315	FFGT00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753893		latest	Scaffold	Major	Full	2016/02/10	12754_5#10	SC	GCA_900034815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/034/815/GCF_900034815.1_12754_5_10		
GCF_900034825.1	PRJNA224116	SAMEA2383320	FFGW00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753898		latest	Scaffold	Major	Full	2016/02/10	12754_5#15	SC	GCA_900034825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/034/825/GCF_900034825.1_12754_5_15		
GCF_900034835.1	PRJNA224116	SAMEA2383330	FFGY00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753908		latest	Scaffold	Major	Full	2016/02/10	12754_5#25	SC	GCA_900034835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/034/835/GCF_900034835.1_12754_5_25		
GCF_900034845.1	PRJNA224116	SAMEA2383339	FFHC00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753917		latest	Scaffold	Major	Full	2016/02/10	12754_5#34	SC	GCA_900034845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/034/845/GCF_900034845.1_12754_5_34		
GCF_900034855.1	PRJNA224116	SAMEA2383361	FFHI00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753939		latest	Scaffold	Major	Full	2016/02/10	12754_5#56	SC	GCA_900034855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/034/855/GCF_900034855.1_12754_5_56		
GCF_900034865.1	PRJNA224116	SAMEA2383363	FFHJ00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753941		latest	Scaffold	Major	Full	2016/02/10	12754_5#58	SC	GCA_900034865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/034/865/GCF_900034865.1_12754_5_58		
GCF_900034875.1	PRJNA224116	SAMEA2383372	FFHP00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753951		latest	Scaffold	Major	Full	2016/02/10	12754_5#67	SC	GCA_900034875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/034/875/GCF_900034875.1_12754_5_67		
GCF_900034885.1	PRJNA224116	SAMEA2383380	FFHM00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753959		latest	Scaffold	Major	Full	2016/02/10	12754_5#75	SC	GCA_900034885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/034/885/GCF_900034885.1_12754_5_75		
