#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_001499495.1	PRJNA224116	SAMEA3466605	CWMT00000000.1	na	1639	1639	Listeria monocytogenes		LM59	latest	Contig	Major	Full	2015/12/12	2014_60580_2	IZLSLER	GCA_001499495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/499/495/GCF_001499495.1_2014_60580_2		
GCF_001513695.1	PRJNA224116	SAMN04387840		na	1639	1639	Listeria monocytogenes	strain=IZSAM_Lm_15_17439_A144	A144	latest	Complete Genome	Major	Full	2016/01/12	ASM151369v1	IZSAM	GCA_001513695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/513/695/GCF_001513695.1_ASM151369v1		
GCF_001548585.1	PRJNA224116	SAMN03002779		na	1639	1639	Listeria monocytogenes	strain=CFSAN023459		latest	Complete Genome	Major	Full	2016/02/04	ASM154858v1	FDA/CFSAN	GCA_001548585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/548/585/GCF_001548585.1_ASM154858v1		
GCF_001548635.1	PRJNA224116	SAMN02666871		na	1639	1639	Listeria monocytogenes	strain=CFSAN010068	MD3882	latest	Complete Genome	Major	Full	2016/02/04	ASM154863v1	FDA/CFSAN	GCA_001548635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/548/635/GCF_001548635.1_ASM154863v1		
GCF_001551855.1	PRJNA224116	SAMN04452088		na	1639	1639	Listeria monocytogenes	strain=2015TE19005-1355		latest	Complete Genome	Major	Full	2016/02/08	ASM155185v1	IZSAM	GCA_001551855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/551/855/GCF_001551855.1_ASM155185v1		
GCF_001555535.1	PRJNA224116	SAMN03278634	LNPM00000000.1	na	1639	1639	Listeria monocytogenes	strain=FDA00008711		latest	Contig	Major	Full	2016/02/09	ASM155553v1	FDA	GCA_001555535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/555/535/GCF_001555535.1_ASM155553v1		
GCF_001555575.1	PRJNA224116	SAMN03278636	LNPO00000000.1	na	1639	1639	Listeria monocytogenes	strain=FDA00008713		latest	Contig	Major	Full	2016/02/09	ASM155557v1	FDA	GCA_001555575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/555/575/GCF_001555575.1_ASM155557v1		
GCF_001555585.1	PRJNA224116	SAMN03278637	LNPP00000000.1	na	1639	1639	Listeria monocytogenes	strain=FDA00008714		latest	Contig	Major	Full	2016/02/09	ASM155558v1	FDA	GCA_001555585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/555/585/GCF_001555585.1_ASM155558v1		
GCF_001555605.1	PRJNA224116	SAMN03278638	LNPQ00000000.1	na	1639	1639	Listeria monocytogenes	strain=FDA00008715		latest	Contig	Major	Full	2016/02/09	ASM155560v1	FDA	GCA_001555605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/555/605/GCF_001555605.1_ASM155560v1		
GCF_001555655.1	PRJNA224116	SAMN03278635	LNPN00000000.1	na	1639	1639	Listeria monocytogenes	strain=FDA00008712		latest	Contig	Major	Full	2016/02/09	ASM155565v1	FDA	GCA_001555655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/555/655/GCF_001555655.1_ASM155565v1		
GCF_001557595.1	PRJNA224116	SAMN03253369	LNSM00000000.1	na	1639	1639	Listeria monocytogenes	strain=PNUSAL001166		latest	Contig	Major	Full	2016/02/10	ASM155759v1	FDA	GCA_001557595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/557/595/GCF_001557595.1_ASM155759v1		
GCF_001557605.1	PRJNA224116	SAMN03093481	LNSO00000000.1	na	1639	1639	Listeria monocytogenes	strain=PNUSAL001024		latest	Contig	Major	Full	2016/02/10	ASM155760v1	FDA	GCA_001557605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/557/605/GCF_001557605.1_ASM155760v1		
GCF_001557615.1	PRJNA224116	SAMN02854695	LNSN00000000.1	na	1639	1639	Listeria monocytogenes	strain=PNUSAL000730		latest	Contig	Major	Full	2016/02/10	ASM155761v1	FDA	GCA_001557615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/557/615/GCF_001557615.1_ASM155761v1		
GCF_001557625.1	PRJNA224116	SAMN03253360	LNSL00000000.1	na	1639	1639	Listeria monocytogenes	strain=PNUSAL001157		latest	Contig	Major	Full	2016/02/10	ASM155762v1	FDA	GCA_001557625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/557/625/GCF_001557625.1_ASM155762v1		
GCF_001557675.1	PRJNA224116	SAMN03013698	LNSQ00000000.1	na	1639	1639	Listeria monocytogenes	strain=PNUSAL000957		latest	Contig	Major	Full	2016/02/10	ASM155767v1	FDA	GCA_001557675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/557/675/GCF_001557675.1_ASM155767v1		
GCF_001557685.1	PRJNA224116	SAMN03278639	LNSR00000000.1	na	1639	1639	Listeria monocytogenes	strain=FDA00008716		latest	Contig	Major	Full	2016/02/10	ASM155768v1	FDA	GCA_001557685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/557/685/GCF_001557685.1_ASM155768v1		
GCF_001557705.1	PRJNA224116	SAMN02950476	LNSP00000000.1	na	1639	1639	Listeria monocytogenes	strain=PNUSAL000870		latest	Contig	Major	Full	2016/02/10	ASM155770v1	FDA	GCA_001557705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/557/705/GCF_001557705.1_ASM155770v1		
GCF_001562515.1	PRJNA224116	SAMN04429784	LROO00000000.1	na	1639	1639	Listeria monocytogenes	strain=TCD918855		latest	Contig	Major	Full	2016/02/17	ASM156251v1	National Institute for Communicable Diseases	GCA_001562515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/562/515/GCF_001562515.1_ASM156251v1		
GCF_001562595.1	PRJNA224116	SAMN04429771	LROQ00000000.1	na	1639	1639	Listeria monocytogenes	strain=TCD918860		latest	Contig	Major	Full	2016/02/17	ASM156259v1	National Institute for Communicable Diseases	GCA_001562595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/562/595/GCF_001562595.1_ASM156259v1		
GCF_001562615.1	PRJNA224116	SAMN04429772	LROP00000000.1	na	1639	1639	Listeria monocytogenes	strain=TCD918857		latest	Contig	Major	Full	2016/02/17	ASM156261v1	National Institute for Communicable Diseases	GCA_001562615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/562/615/GCF_001562615.1_ASM156261v1		
GCF_001564495.1	PRJNA224116	SAMEA3540834	CYUP00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM05-00008		latest	Contig	Major	Full	2016/01/29	LM05-00008 assembly	INSTITUT PASTEUR	GCA_001564495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/564/495/GCF_001564495.1_LM05-00008_assembly		
GCF_001564515.1	PRJNA224116	SAMEA3540835	CYUR00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM05-00065		latest	Contig	Major	Full	2016/01/29	LM05-00065 assembly	INSTITUT PASTEUR	GCA_001564515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/564/515/GCF_001564515.1_LM05-00065_assembly		
GCF_001564535.1	PRJNA224116	SAMEA3540836	CYUS00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM05-00172		latest	Contig	Major	Full	2016/01/29	LM05-00172 assembly	INSTITUT PASTEUR	GCA_001564535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/564/535/GCF_001564535.1_LM05-00172_assembly		
GCF_001564555.1	PRJNA224116	SAMEA3540837	CYUT00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM05-00190		latest	Contig	Major	Full	2016/01/29	LM05-00190 assembly	INSTITUT PASTEUR	GCA_001564555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/564/555/GCF_001564555.1_LM05-00190_assembly		
GCF_001564575.1	PRJNA224116	SAMEA3540838	CYUU00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM05-00401		latest	Contig	Major	Full	2016/01/29	LM05-00401 assembly	INSTITUT PASTEUR	GCA_001564575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/564/575/GCF_001564575.1_LM05-00401_assembly		
GCF_001564595.1	PRJNA224116	SAMEA3540839	CYUV00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM05-00704		latest	Contig	Major	Full	2016/01/29	LM05-00704 assembly	INSTITUT PASTEUR	GCA_001564595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/564/595/GCF_001564595.1_LM05-00704_assembly		
GCF_001564615.1	PRJNA224116	SAMEA3540840	CYUX00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM06-00444		latest	Contig	Major	Full	2016/01/29	LM06-00444 assembly	INSTITUT PASTEUR	GCA_001564615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/564/615/GCF_001564615.1_LM06-00444_assembly		
GCF_001564635.1	PRJNA224116	SAMEA3540841	CYUZ00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM06-00581		latest	Contig	Major	Full	2016/01/29	LM06-00581 assembly	INSTITUT PASTEUR	GCA_001564635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/564/635/GCF_001564635.1_LM06-00581_assembly		
GCF_001564655.1	PRJNA224116	SAMEA3540842	CYUY00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM06-00727		latest	Contig	Major	Full	2016/01/29	LM06-00727 assembly	INSTITUT PASTEUR	GCA_001564655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/564/655/GCF_001564655.1_LM06-00727_assembly		
GCF_001564675.1	PRJNA224116	SAMEA3540843	CYVA00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM06-00918		latest	Contig	Major	Full	2016/01/29	LM06-00918 assembly	INSTITUT PASTEUR	GCA_001564675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/564/675/GCF_001564675.1_LM06-00918_assembly		
GCF_001564695.1	PRJNA224116	SAMEA3540844	CYVB00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM06-00983		latest	Contig	Major	Full	2016/01/29	LM06-00983 assembly	INSTITUT PASTEUR	GCA_001564695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/564/695/GCF_001564695.1_LM06-00983_assembly		
GCF_001564715.1	PRJNA224116	SAMEA3540845	CYVC00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM06-01023		latest	Contig	Major	Full	2016/01/29	LM06-01023 assembly	INSTITUT PASTEUR	GCA_001564715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/564/715/GCF_001564715.1_LM06-01023_assembly		
GCF_001564735.1	PRJNA224116	SAMEA3540846	CYVD00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM06-01244		latest	Contig	Major	Full	2016/01/29	LM06-01244 assembly	INSTITUT PASTEUR	GCA_001564735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/564/735/GCF_001564735.1_LM06-01244_assembly		
GCF_001564755.1	PRJNA224116	SAMEA3540847	CYVE00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM06-01598		latest	Contig	Major	Full	2016/01/29	LM06-01598 assembly	INSTITUT PASTEUR	GCA_001564755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/564/755/GCF_001564755.1_LM06-01598_assembly		
GCF_001564775.1	PRJNA224116	SAMEA3540848	CYVF00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM06-01614		latest	Contig	Major	Full	2016/01/29	LM06-01614 assembly	INSTITUT PASTEUR	GCA_001564775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/564/775/GCF_001564775.1_LM06-01614_assembly		
GCF_001564795.1	PRJNA224116	SAMEA3540849	CYVH00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM07-00514		latest	Contig	Major	Full	2016/01/29	LM07-00514 assembly	INSTITUT PASTEUR	GCA_001564795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/564/795/GCF_001564795.1_LM07-00514_assembly		
GCF_001564815.1	PRJNA224116	SAMEA3540850	CYVI00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM07-00596		latest	Contig	Major	Full	2016/01/29	LM07-00596 assembly	INSTITUT PASTEUR	GCA_001564815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/564/815/GCF_001564815.1_LM07-00596_assembly		
GCF_001564835.1	PRJNA224116	SAMEA3540851	CYVL00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM07-00876		latest	Contig	Major	Full	2016/01/29	LM07-00876 assembly	INSTITUT PASTEUR	GCA_001564835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/564/835/GCF_001564835.1_LM07-00876_assembly		
GCF_001564855.1	PRJNA224116	SAMEA3540852	CYVS00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM07-00948		latest	Contig	Major	Full	2016/01/29	LM07-00948 assembly	INSTITUT PASTEUR	GCA_001564855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/564/855/GCF_001564855.1_LM07-00948_assembly		
GCF_001564875.1	PRJNA224116	SAMEA3540853	CYVJ00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM07-01014		latest	Contig	Major	Full	2016/01/29	LM07-01014 assembly	INSTITUT PASTEUR	GCA_001564875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/564/875/GCF_001564875.1_LM07-01014_assembly		
GCF_001564895.1	PRJNA224116	SAMEA3540854	CYVK00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM07-01042		latest	Contig	Major	Full	2016/01/29	LM07-01042 assembly	INSTITUT PASTEUR	GCA_001564895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/564/895/GCF_001564895.1_LM07-01042_assembly		
GCF_001564915.1	PRJNA224116	SAMEA3540855	CYVM00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM07-01067		latest	Contig	Major	Full	2016/01/29	LM07-01067 assembly	INSTITUT PASTEUR	GCA_001564915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/564/915/GCF_001564915.1_LM07-01067_assembly		
GCF_001564935.1	PRJNA224116	SAMEA3540856	CYVN00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM07-01145		latest	Contig	Major	Full	2016/01/29	LM07-01145 assembly	INSTITUT PASTEUR	GCA_001564935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/564/935/GCF_001564935.1_LM07-01145_assembly		
GCF_001564955.1	PRJNA224116	SAMEA3540857	CYVO00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM07-01337		latest	Contig	Major	Full	2016/01/29	LM07-01337 assembly	INSTITUT PASTEUR	GCA_001564955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/564/955/GCF_001564955.1_LM07-01337_assembly		
GCF_001564975.1	PRJNA224116	SAMEA3540858	CYVP00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM07-01345		latest	Contig	Major	Full	2016/01/29	LM07-01345 assembly	INSTITUT PASTEUR	GCA_001564975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/564/975/GCF_001564975.1_LM07-01345_assembly		
GCF_001564995.1	PRJNA224116	SAMEA3540859	CYVQ00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM07-01377		latest	Contig	Major	Full	2016/01/29	LM07-01377 assembly	INSTITUT PASTEUR	GCA_001564995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/564/995/GCF_001564995.1_LM07-01377_assembly		
GCF_001565015.1	PRJNA224116	SAMEA3540860	CYVR00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM07-01398		latest	Contig	Major	Full	2016/01/29	LM07-01398 assembly	INSTITUT PASTEUR	GCA_001565015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/565/015/GCF_001565015.1_LM07-01398_assembly		
GCF_001565035.1	PRJNA224116	SAMEA3540861	CYVT00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM07-01481		latest	Contig	Major	Full	2016/01/29	LM07-01481 assembly	INSTITUT PASTEUR	GCA_001565035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/565/035/GCF_001565035.1_LM07-01481_assembly		
GCF_001565055.1	PRJNA224116	SAMEA3540862	CYVU00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM07414		latest	Contig	Major	Full	2016/01/29	LM07414 assembly	INSTITUT PASTEUR	GCA_001565055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/565/055/GCF_001565055.1_LM07414_assembly		
GCF_001565075.1	PRJNA224116	SAMEA3540863	CYVW00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM07416		latest	Contig	Major	Full	2016/01/29	LM07416 assembly	INSTITUT PASTEUR	GCA_001565075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/565/075/GCF_001565075.1_LM07416_assembly		
GCF_001565095.1	PRJNA224116	SAMEA3540864	CYVX00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM07420		latest	Contig	Major	Full	2016/01/29	LM07420 assembly	INSTITUT PASTEUR	GCA_001565095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/565/095/GCF_001565095.1_LM07420_assembly		
GCF_001565115.1	PRJNA224116	SAMEA3540865	CYWA00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM07421		latest	Contig	Major	Full	2016/01/29	LM07421 assembly	INSTITUT PASTEUR	GCA_001565115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/565/115/GCF_001565115.1_LM07421_assembly		
GCF_001565135.1	PRJNA224116	SAMEA3540866	CYWB00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM07422		latest	Contig	Major	Full	2016/01/29	LM07422 assembly	INSTITUT PASTEUR	GCA_001565135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/565/135/GCF_001565135.1_LM07422_assembly		
GCF_001565155.1	PRJNA224116	SAMEA3540867	CYVY00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM07423		latest	Contig	Major	Full	2016/01/29	LM07423 assembly	INSTITUT PASTEUR	GCA_001565155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/565/155/GCF_001565155.1_LM07423_assembly		
GCF_001565175.1	PRJNA224116	SAMEA3540868	CYVZ00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM07424		latest	Contig	Major	Full	2016/01/29	LM07424 assembly	INSTITUT PASTEUR	GCA_001565175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/565/175/GCF_001565175.1_LM07424_assembly		
GCF_001565195.1	PRJNA224116	SAMEA3540870	CYWO00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM07425		latest	Contig	Major	Full	2016/01/29	LM07425 assembly	INSTITUT PASTEUR	GCA_001565195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/565/195/GCF_001565195.1_LM07425_assembly		
GCF_001565215.1	PRJNA224116	SAMEA3540871	CYWE00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM07456		latest	Contig	Major	Full	2016/01/29	LM07456 assembly	INSTITUT PASTEUR	GCA_001565215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/565/215/GCF_001565215.1_LM07456_assembly		
GCF_001565235.1	PRJNA224116	SAMEA3540872	CYWD00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM08-00154		latest	Contig	Major	Full	2016/01/29	LM08-00154 assembly	INSTITUT PASTEUR	GCA_001565235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/565/235/GCF_001565235.1_LM08-00154_assembly		
GCF_001565255.1	PRJNA224116	SAMEA3540873	CYWF00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM08-00235		latest	Contig	Major	Full	2016/01/29	LM08-00235 assembly	INSTITUT PASTEUR	GCA_001565255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/565/255/GCF_001565255.1_LM08-00235_assembly		
GCF_001565275.1	PRJNA224116	SAMEA3540874	CYWG00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM08-00396		latest	Contig	Major	Full	2016/01/29	LM08-00396 assembly	INSTITUT PASTEUR	GCA_001565275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/565/275/GCF_001565275.1_LM08-00396_assembly		
GCF_001565295.1	PRJNA224116	SAMEA3540875	CYWH00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM08-01050		latest	Contig	Major	Full	2016/01/29	LM08-01050 assembly	INSTITUT PASTEUR	GCA_001565295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/565/295/GCF_001565295.1_LM08-01050_assembly		
GCF_001565315.1	PRJNA224116	SAMEA3540876	CYWI00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM08-01408		latest	Contig	Major	Full	2016/01/29	LM08-01408 assembly	INSTITUT PASTEUR	GCA_001565315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/565/315/GCF_001565315.1_LM08-01408_assembly		
GCF_001565335.1	PRJNA224116	SAMEA3540877	CYWJ00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM08-01457		latest	Contig	Major	Full	2016/01/29	LM08-01457 assembly	INSTITUT PASTEUR	GCA_001565335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/565/335/GCF_001565335.1_LM08-01457_assembly		
GCF_001565355.1	PRJNA224116	SAMEA3540878	CYWK00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM08-01516		latest	Contig	Major	Full	2016/01/29	LM08-01516 assembly	INSTITUT PASTEUR	GCA_001565355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/565/355/GCF_001565355.1_LM08-01516_assembly		
GCF_001565375.1	PRJNA224116	SAMEA3540879	CYWN00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM09-00261		latest	Contig	Major	Full	2016/01/29	LM09-00261 assembly	INSTITUT PASTEUR	GCA_001565375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/565/375/GCF_001565375.1_LM09-00261_assembly		
GCF_001565395.1	PRJNA224116	SAMEA3540880	CYWP00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM09-00277		latest	Contig	Major	Full	2016/01/29	LM09-00277 assembly	INSTITUT PASTEUR	GCA_001565395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/565/395/GCF_001565395.1_LM09-00277_assembly		
GCF_001565415.1	PRJNA224116	SAMEA3540881	CYWQ00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM09-00335		latest	Contig	Major	Full	2016/01/29	LM09-00335 assembly	INSTITUT PASTEUR	GCA_001565415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/565/415/GCF_001565415.1_LM09-00335_assembly		
GCF_001565435.1	PRJNA224116	SAMEA3540882	CYWR00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM09-00372		latest	Contig	Major	Full	2016/01/29	LM09-00372 assembly	INSTITUT PASTEUR	GCA_001565435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/565/435/GCF_001565435.1_LM09-00372_assembly		
GCF_001565455.1	PRJNA224116	SAMEA3540883	CYWS00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM09-00373		latest	Contig	Major	Full	2016/01/29	LM09-00373 assembly	INSTITUT PASTEUR	GCA_001565455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/565/455/GCF_001565455.1_LM09-00373_assembly		
GCF_001565475.1	PRJNA224116	SAMEA3540884	CYWT00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM09-00402		latest	Contig	Major	Full	2016/01/29	LM09-00402 assembly	INSTITUT PASTEUR	GCA_001565475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/565/475/GCF_001565475.1_LM09-00402_assembly		
GCF_001565495.1	PRJNA224116	SAMEA3540885	CYWU00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM09-00432		latest	Contig	Major	Full	2016/01/29	LM09-00432 assembly	INSTITUT PASTEUR	GCA_001565495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/565/495/GCF_001565495.1_LM09-00432_assembly		
GCF_001565515.1	PRJNA224116	SAMEA3540886	CYWV00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM09-00521		latest	Contig	Major	Full	2016/01/29	LM09-00521 assembly	INSTITUT PASTEUR	GCA_001565515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/565/515/GCF_001565515.1_LM09-00521_assembly		
GCF_001565535.2	PRJNA224116	SAMEA3540887	CYWW00000000.2	na	1639	1639	Listeria monocytogenes	strain=LM09-00558		latest	Contig	Major	Full	2016/10/06	LM09-00558 assembly v2	INSTITUT PASTEUR	GCA_001565535.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/565/535/GCF_001565535.2_LM09-00558_assembly_v2		
GCF_001565555.1	PRJNA224116	SAMEA3540888	CYWX00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM09-00701		latest	Contig	Major	Full	2016/01/29	LM09-00701 assembly	INSTITUT PASTEUR	GCA_001565555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/565/555/GCF_001565555.1_LM09-00701_assembly		
GCF_001565575.1	PRJNA224116	SAMEA3540889	CYWY00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM09-00865		latest	Contig	Major	Full	2016/01/29	LM09-00865 assembly	INSTITUT PASTEUR	GCA_001565575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/565/575/GCF_001565575.1_LM09-00865_assembly		
GCF_001565595.1	PRJNA224116	SAMEA3540890	CYXA00000000.1	na	1639	1639	Listeria monocytogenes	strain=LM09-00942		latest	Contig	Major	Full	2016/01/29	LM09-00942 assembly	INSTITUT PASTEUR	GCA_001565595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/565/595/GCF_001565595.1_LM09-00942_assembly		
