GenomeElements	VALUE
lmo2776	0.0
lmo2777	0.0
lmo2778	0.0
lmo2779	0.0
lmo2780	0.0
lmo2781	0.0
lmo2782	0.0
lmo2783	0.0
lmo2784	0.0
lmo2785	0.0
lmo2786	0.0
lmo2787	0.0
lmo2788	0.0
lmo2789	0.0
lmo2790	0.0
lmo2791	0.0
lmo2792	0.0
lmo2793	0.0
lmo2794	0.0
lmo2795	0.0
lmo2796	0.0
lmo2797	0.0
lmo2798	0.0
lmo2799	0.0
lmo2800	0.0
lmo2801	0.0
lmo2802	0.0
lmo2802a	-1.0
lmo2803	0.0
lmo2804	0.0
lmo2805	0.0
lmo2806	0.0
lmo2807	0.0
lmo2808	0.0
lmo2809	0.0
lmo2810	0.0
lmo2811	0.0
lmo2812	0.0
lmo2813	0.0
lmo2814	0.0
lmo2815	0.0
lmo2816	0.0
lmo2817	0.0
lmo2818	0.0
lmo2819	0.0
lmo2820	0.0
lmo2821	0.0
lmo2822	0.0
lmo2823	0.0
lmo2824	0.0
lmo2825	0.0
lmo2826	0.0
lmo2827	0.0
lmo2828	0.0
lmo2829	0.0
lmo2830	0.0
lmo2831	0.0
lmo2832	0.0
lmo2833	0.0
lmo2834	0.0
lmo2835	0.0
lmo2836	0.0
lmo2837	0.0
lmo2838	0.0
lmo2839	0.0
lmo2840	0.0
lmo2841	0.0
lmo2842	0.0
lmo2843	0.0
lmo2844	0.0
lmo2845	0.0
lmo2846	0.0
lmo2847	0.0
lmo2848	0.0
lmo2849	0.0
lmo2850	0.0
lmo2851	0.0
lmo2852	0.0
lmo2853	0.0
lmo2854	0.0
lmo2855	0.0
lmo2856	0.0
lmo2857	0.0
lmor01	-1.0
lmor02	-1.0
lmor03	-1.0
lmor04	-1.0
lmor05	-1.0
lmor06	-1.0
lmor07	-1.0
lmor08	-1.0
lmor09	-1.0
lmor10	-1.0
lmor11	-1.0
lmor12	-1.0
lmor13	-1.0
lmor14	-1.0
lmor15	-1.0
lmor16	-1.0
lmor17	-1.0
lmor18	-1.0
lmot01	-1.0
lmot02	-1.0
lmot03	-1.0
lmot04	-1.0
lmot05	-1.0
lmot06	-1.0
lmot07	-1.0
lmot08	-1.0
lmot09	-1.0
lmot10	-1.0
lmot11	-1.0
lmot12	-1.0
lmot13	-1.0
lmot14	-1.0
lmot15	-1.0
lmot16	-1.0
lmot17	-1.0
lmot18	-1.0
lmot19	-1.0
lmot20	-1.0
lmot21	-1.0
lmot22	-1.0
lmot23	-1.0
lmot24	-1.0
lmot25	-1.0
lmot26	-1.0
lmot27	-1.0
lmot28	-1.0
lmot29	-1.0
lmot30	-1.0
lmot31	-1.0
lmot32	-1.0
lmot33	-1.0
lmot34	-1.0
lmot35	-1.0
lmot36	-1.0
lmot37	-1.0
lmot38	-1.0
lmot39	-1.0
lmot40	-1.0
lmot41	-1.0
lmot42	-1.0
lmot43	-1.0
lmot44	-1.0
lmot45	-1.0
lmot46	-1.0
lmot47	-1.0
lmot48	-1.0
lmot49	-1.0
lmot50	-1.0
lmot51	-1.0
lmot52	-1.0
lmot53	-1.0
lmot54	-1.0
lmot55	-1.0
lmot56	-1.0
lmot57	-1.0
lmot58	-1.0
lmot59	-1.0
lmot60	-1.0
lmot61	-1.0
lmot62	-1.0
lmot63	-1.0
lmot64	-1.0
lmot65	-1.0
lmot66	-1.0
lmot67	-1.0
